categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title,average_salary
"[{""id"":21,""category"":""Information Technology""}]",Permanent,########,FALSE,MCF-2023-0274399,4/8/2023,4/8/2023,0,20,111,8,1,,Manager,TRITON AI PTE. LTD.,12000,8000,Monthly,0,Closed,"IT Project Manager (Turnkey, Healthcare Client)",10000
"[{""id"":10,""category"":""Education and Training""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274398,4/8/2023,4/8/2023,0,0,6,3,1,,Executive,MY LITTLE GEMS PRIVATE LIMITED,4000,3000,Monthly,0,Closed,å¹¼æ•™å¸ˆ Chinese Preschool Teacher,3500
"[{""id"":11,""category"":""Engineering""}]",Permanent,6/8/2023,FALSE,MCF-2023-0153771,5/9/2023,########,2,33,350,5,1,,Manager,SINGAPORE POST LIMITED,8000,7000,Monthly,0,Closed,"Project Manager, Postpal",7500
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0274402,4/8/2023,4/8/2023,0,0,80,10,7,,Professional,TECHNOPALS PTE. LTD.,14500,7500,Monthly,0,Closed,SAS Viya/ VA Developer,11000
"[{""id"":15,""category"":""F&B""}]",Contract,########,FALSE,MCF-2023-0274400,4/8/2023,4/8/2023,0,1,53,0,1,,Fresh/entry level,ABURIYA PTE. LTD.,2800,2000,Monthly,0,Closed,Service Crew,2400
"[{""id"":15,""category"":""F&B""}]",Full Time,5/8/2023,TRUE,MCF-2023-0274422,4/8/2023,4/8/2023,0,0,28,1,1,,Executive,ZUBAO BUSINESS PTE. LTD.,2700,2300,Monthly,0,Closed,Chef,2500
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Contract,5/8/2023,FALSE,MCF-2023-0274339,4/8/2023,4/8/2023,0,1,52,1,1,,Executive,ADECCO PERSONNEL PTE LTD,5000,4000,Monthly,0,Closed,"Tax Accountant @ East (Up to $6,000/ Hybrid)",4500
"[{""id"":10,""category"":""Education and Training""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274424,4/8/2023,4/8/2023,0,6,133,1,1,,Manager,SINGAPORE EDUSMART LEARNING HUB PTE. LTD.,3000,2500,Monthly,0,Closed,KCare Supervisor Trainee (Sembawang/Yishun area)#SGUnitedJobs,2750
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274352,4/8/2023,4/8/2023,0,0,74,0,3,,Fresh/entry level,KMC & PARTNERS LLP,2800,2400,Monthly,0,Closed,Audit Associate,2600
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":38,""category"":""Social Services""},{""id"":41,""category"":""Others""}]",Part Time,7/9/2023,FALSE,MCF-2023-0163030,6/9/2023,3/1/2023,2,27,557,2,1,,Executive,ST LUKE'S HOSPITAL,5000,3500,Monthly,0,Re-open,Chaplain / Pastoral Counsellor (Part-time),4250
"[{""id"":2,""category"":""Admin / Secretarial""}]",Part Time,5/8/2023,FALSE,MCF-2023-0274346,4/8/2023,4/8/2023,0,66,911,0,1,,Fresh/entry level,KMC & PARTNERS LLP,1500,1200,Monthly,0,Closed,Administrative Assistant - Part-Time,1350
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274407,4/8/2023,4/8/2023,0,2,55,2,2,,Executive,SEARCH PERSONNEL PRIVATE LIMITED,6000,4000,Monthly,0,Closed,M&E Coordinator/Engineer (Construction / 6 Days / Up to $6000),5000
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274382,4/8/2023,4/8/2023,0,12,117,1,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3700,2900,Monthly,0,Closed,LOGISTICS ASSISTANT â€“ $3.5K + AWS + at least 3 months VB/ 5 day/ MNC,3300
"[{""id"":8,""category"":""Customer Service""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""},{""id"":28,""category"":""Personal Care / Beauty""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274337,4/8/2023,4/8/2023,0,3,66,2,4,,Non-executive,CAL CONCEPT & LIFESTYLE PTE. LTD.,12000,4000,Monthly,0,Closed,Beauty Sales Consultant,8000
"[{""id"":10,""category"":""Education and Training""},{""id"":21,""category"":""Information Technology""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274418,4/8/2023,4/8/2023,0,4,97,2,1,,Professional,LEMON3,5000,4000,Monthly,0,Closed,Business Development Manager,4500
"[{""id"":10,""category"":""Education and Training""}]",Permanent,5/8/2023,FALSE,MCF-2022-0951258,4/8/2023,########,1,4,103,0,3,,Executive,SINGAPORE EDUSMART LEARNING HUB PTE. LTD.,2800,1800,Monthly,0,Closed,KCare Senior Teacher (Bedok/Pasir Ris/Marine Parade area)#SGUnitedJobs,2300
"[{""id"":6,""category"":""Building and Construction""},{""id"":8,""category"":""Customer Service""},{""id"":16,""category"":""General Management""},{""id"":17,""category"":""General Work""},{""id"":41,""category"":""Others""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274401,4/8/2023,4/8/2023,0,2,65,10,1,,Non-executive,STAR GREEN ENGINEERING & LANDSCAPE PTE. LTD.,4500,4000,Monthly,0,Closed,Crane Lorry Operator Cum Site Coordinator,4250
"[{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274098,4/8/2023,4/8/2023,0,1,39,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,4500,3500,Monthly,0,Closed,Product Marketing Specialist (Insurance MNC) / Town,4000
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":5,""category"":""Banking and Finance""}]",Permanent,########,FALSE,MCF-2023-0274099,4/8/2023,4/8/2023,0,1,40,3,1,,Executive,RECRUITPEDIA PTE. LTD.,4800,4500,Monthly,0,Closed,Trade Finance (Letter of Credit) / Oil & Gas MNC,4650
"[{""id"":35,""category"":""Sales / Retail""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274411,4/8/2023,4/8/2023,0,0,27,1,3,,Junior Executive,TRUST RECRUIT PTE. LTD.,3100,2500,Monthly,0,Closed,Business Development/ Sales Executive (East/ Client Management/ Branding company) Up to 3K+ AWS + VB + Comm CSY,2800
"[{""id"":7,""category"":""Consulting""},{""id"":29,""category"":""Professional Services""},{""id"":41,""category"":""Others""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274427,4/8/2023,4/8/2023,0,2,50,2,1,,Executive,COSMOS RECRUIT PTE. LTD.,4000,3000,Monthly,0,Closed,Planning Executive,3500
"[{""id"":35,""category"":""Sales / Retail""}]",Permanent,########,FALSE,MCF-2023-0274107,4/8/2023,4/8/2023,0,3,61,6,1,,Manager,RECRUITPEDIA PTE. LTD.,9000,7000,Monthly,0,Closed,Retail Manager (Operation)/Luxury Retail MNC/Central,8000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Contract,5/8/2023,FALSE,MCF-2023-0274343,4/8/2023,4/8/2023,0,12,152,1,5,,Fresh/entry level,ADECCO PERSONNEL PTE LTD,3500,3000,Monthly,0,Closed,"Healthcare Admin/ Ops Support (Up to $3,500/ No Exp Ok!)",3250
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":35,""category"":""Sales / Retail""},{""id"":42,""category"":""Wholesale Trade""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274417,4/8/2023,4/8/2023,0,24,117,3,1,,Manager,COSMOS RECRUIT PTE. LTD.,5000,4000,Monthly,0,Closed,Sales Manager (High Comms/ FMCG),4500
"[{""id"":35,""category"":""Sales / Retail""}]",Permanent,5/8/2023,FALSE,MCF-2023-0015005,4/8/2023,1/6/2023,2,27,438,5,1,,Senior Executive,SINGAPORE POST LIMITED,3500,2800,Monthly,0,Closed,"Senior Executive, Sales Support",3150
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,########,FALSE,MCF-2023-0274419,########,4/8/2023,1,5,128,1,1,,Junior Executive,LINKEDCORP HR CONSULTANCY PTE. LTD.,2800,2200,Monthly,0,Closed,Accounts cum Admin Executive [East / Autocount / AP / AR],2500
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0057603,4/8/2023,########,2,0,53,1,2,,Senior Executive,RECRUITFLASH PTE. LTD.,3800,2800,Monthly,0,Closed,Parts Advisor / Parts Coordinator ( Junior / Entry level ),3300
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274221,4/8/2023,4/8/2023,0,23,130,2,1,,Senior Executive,TALENT TRADER GROUP PTE. LTD.,4000,3000,Monthly,0,Closed,Operation Executive / Vessels / Port,3500
"[{""id"":11,""category"":""Engineering""}]",Permanent,6/8/2023,FALSE,MCF-2023-0172794,5/9/2023,3/3/2023,2,36,744,0,1,,Fresh/entry level,ADVARIO ASIA PACIFIC PTE. LTD.,4500,3500,Monthly,0,Closed,Project Engineer,4000
"[{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,########,FALSE,MCF-2023-0274393,4/8/2023,4/8/2023,0,3,54,4,1,,Senior Executive,TRITON AI PTE. LTD.,5800,4000,Monthly,0,Closed,"Investor Relations, Senior Executive (Marcomms, Real Estate)",4900
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274251,4/8/2023,4/8/2023,0,3,40,3,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,4000,3000,Monthly,0,Closed,Transportation Executive - East / Logistics MNC,3500
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0274412,4/8/2023,4/8/2023,0,1,61,5,7,,Professional,TECHNOPALS PTE. LTD.,9900,5000,Monthly,0,Closed,SAP Consultant,7450
"[{""id"":21,""category"":""Information Technology""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274317,4/8/2023,4/8/2023,0,7,53,3,1,,Senior Executive,THE TALENT NETWORK PRIVATE LIMITED,5800,5500,Monthly,0,Closed,"IT Business Application System Analyst ( Project Management In-House Role ) - $ 5,800.00 + Attractive Bonuses - Central Area",5650
"[{""id"":15,""category"":""F&B""}]",Full Time,5/8/2023,FALSE,MCF-2022-0779902,4/8/2023,########,2,14,165,2,1,,Junior Executive,LATTERIA PTE. LTD.,3900,2800,Monthly,0,Closed,Bartender,3350
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274039,4/8/2023,4/8/2023,0,1,38,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,6500,5000,Monthly,0,Closed,Quality Specialist (F&B Manufacturing MNC),5750
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":13,""category"":""Environment / Health""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274206,4/8/2023,4/8/2023,0,2,33,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,4300,3800,Monthly,0,Closed,"Documentation Specialist (LC, Shipping Documents) / Global MNC / Central",4050
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":35,""category"":""Sales / Retail""}]",Temporary,5/8/2023,FALSE,MCF-2023-0274066,4/8/2023,4/8/2023,0,0,28,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2300,1800,Monthly,0,Closed,Medical Sales Promoter (1 year Contract) - Attractive Remuneration Package,2050
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,5/8/2023,FALSE,MCF-2023-0274246,4/8/2023,4/8/2023,0,6,90,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,IMMEDIATE HIRING Full-Time Tuition Coordinator (Fun Environment) #SGUnitedJobs,3000
"[{""id"":8,""category"":""Customer Service""},{""id"":21,""category"":""Information Technology""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274201,4/8/2023,4/8/2023,0,6,53,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,3300,2500,Monthly,0,Closed,Customer Service Executive (Order Processing) / East / IT MNC,2900
"[{""id"":15,""category"":""F&B""}]",Full Time,########,FALSE,MCF-2023-0183483,########,3/8/2023,2,3,113,2,2,,Non-executive,LATTERIA PTE. LTD.,3800,2600,Monthly,0,Closed,Chef de Partie,3200
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""}]",Contract,5/8/2023,FALSE,MCF-2023-0274247,4/8/2023,4/8/2023,0,1,43,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,1200,1000,Monthly,0,Closed,Operations & Marketing Intern (FUN Environment),1100
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,5/8/2023,FALSE,MCF-2023-0274244,4/8/2023,4/8/2023,0,6,78,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,"IMMEDIATE HIRING Operations & Admin Executive (Education Business, Fun Environment) #SGUnitedJobs",3000
"[{""id"":28,""category"":""Personal Care / Beauty""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274425,4/8/2023,4/8/2023,0,0,36,2,2,,Non-executive,ALPHA WORLD PTE. LTD.,4000,3500,Monthly,0,Closed,Spa therapist,3750
"[{""id"":11,""category"":""Engineering""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274302,4/8/2023,4/8/2023,0,13,122,7,1,,Manager,SINGMAR ENGINEERING AND LOGISTICS PTE. LTD.,4500,4000,Monthly,0,Closed,PROJECT ENGINEER,4250
"[{""id"":15,""category"":""F&B""}]",Full Time,5/8/2023,FALSE,MCF-2022-0885777,4/8/2023,########,2,2,141,2,1,,Non-executive,STYLEZ PTE. LTD.,4500,2800,Monthly,0,Closed,Izakaya Chef (Japanese Cuisine),3650
"[{""id"":21,""category"":""Information Technology""}]",Full Time,########,FALSE,MCF-2023-0274259,6/7/2023,4/8/2023,2,1,90,3,2,,Professional,JJ CONSULTING SERVICES,7000,5000,Monthly,0,Closed,Full Stack Developer,6000
"[{""id"":15,""category"":""F&B""}]",Full Time,########,FALSE,MCF-2023-0274264,4/8/2023,4/8/2023,0,0,33,7,2,,Professional,SYED CAFE PTE. LTD.,5500,3200,Monthly,0,Closed,COOK,4350
"[{""id"":41,""category"":""Others""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274394,4/8/2023,4/8/2023,0,10,105,1,1,,Middle Management,FAIRFIELD METHODIST CHURCH,4500,3500,Monthly,0,Closed,PASTORAL TEAM MEMBER (PASTORAL CARE & OUTREACH),4000
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":9,""category"":""Design""},{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274347,4/8/2023,4/8/2023,0,10,138,1,1,,Executive,COSMOS RECRUIT PTE. LTD.,5000,3000,Monthly,0,Closed,Product Designer,4000
"[{""id"":10,""category"":""Education and Training""},{""id"":41,""category"":""Others""}]",Contract,5/8/2023,FALSE,MCF-2023-0274406,4/8/2023,4/8/2023,0,5,102,2,1,,Professional,LEARNING POINT KIDS PTE. LTD.,700,500,Monthly,0,Closed,"Secondary English Teacher (Part Time, Saturday)",600
"[{""id"":13,""category"":""Environment / Health""},{""id"":25,""category"":""Manufacturing""}]",Permanent,########,FALSE,MCF-2023-0274079,4/8/2023,4/8/2023,0,6,46,3,1,,Executive,RECRUITPEDIA PTE. LTD.,7000,5000,Monthly,0,Closed,HSE Engineer (Manufacturing MNC),6000
"[{""id"":21,""category"":""Information Technology""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274231,4/8/2023,4/8/2023,0,202,812,5,2,,Middle Management,OTTOMAN GAMES PTE. LTD.,12000,7500,Monthly,0,Closed,Operation Manager,9750
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,5/8/2023,FALSE,MCF-2023-0181232,4/8/2023,3/7/2023,1,16,327,2,2,,Executive,TABP GROUP,5500,3500,Monthly,0,Closed,Administrative Executive,4500
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274216,4/8/2023,4/8/2023,0,4,100,2,1,,Fresh/entry level,RMZ BTS RIG SERVICES PTE. LTD.,2300,1800,Monthly,0,Closed,Admin / Accounts asst.,2050
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,6/8/2023,FALSE,MCF-2023-0180363,5/9/2023,3/7/2023,2,9,195,1,1,,Non-executive,SINGAPORE POST LIMITED,2700,2200,Monthly,0,Closed,Senior Finance Officer,2450
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,########,FALSE,MCF-2023-0274270,4/8/2023,4/8/2023,0,45,228,4,2,,Manager,ASHMI MINIMART PTE. LTD.,7800,5800,Monthly,0,Closed,Assistant Operations Manager,6800
"[{""id"":8,""category"":""Customer Service""},{""id"":27,""category"":""Medical / Therapy Services""},{""id"":28,""category"":""Personal Care / Beauty""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Full Time,########,FALSE,MCF-2023-0274340,########,4/8/2023,2,3,161,1,4,,Non-executive,CAL CONCEPT & LIFESTYLE PTE. LTD.,7500,3000,Monthly,0,Re-open,Beauty Therapist,5250
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,########,FALSE,MCF-2023-0274385,4/8/2023,4/8/2023,0,0,26,2,2,,Executive,HOUSE OF HUNG (PRIVATE) LIMITED,3500,2800,Monthly,0,Closed,Wedding Band Specialist,3150
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Contract,5/8/2023,FALSE,MCF-2023-0274235,4/8/2023,4/8/2023,0,1,38,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,3300,3000,Monthly,0,Closed,Logistics Executive - Retail Industry /Central (1 year renewable contract),3150
"[{""id"":15,""category"":""F&B""}]",Full Time,5/8/2023,FALSE,MCF-2022-0885780,4/8/2023,########,2,4,154,2,2,,Manager,STYLEZ PTE. LTD.,5000,3500,Monthly,0,Closed,Assistant Service Manager@Japanese Restaurant,4250
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""}]",Permanent,########,FALSE,MCF-2023-0274113,4/8/2023,4/8/2023,0,2,153,1,2,,Executive,KELLER FOUNDATIONS (S E ASIA) PTE LTD,4500,3500,Monthly,0,Closed,Site Engineer,4000
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274047,4/8/2023,4/8/2023,0,2,46,5,1,,Executive,RECRUITPEDIA PTE. LTD.,5500,3500,Monthly,0,Closed,Maintenance Engineer (PLC) MNC,4500
"[{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274034,4/8/2023,4/8/2023,0,10,69,0,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,4000,2800,Monthly,0,Closed,Buyer (No Experience Needed) Manufacturing MNC,3400
"[{""id"":17,""category"":""General Work""},{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274051,4/8/2023,4/8/2023,0,3,66,1,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,2100,1800,Monthly,0,Closed,Warehouse Assistant - Health & Wellness MNC,1950
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,########,FALSE,MCF-2023-0274075,4/8/2023,4/8/2023,0,0,23,1,1,,Non-executive,RECRUITPEDIA PTE. LTD.,5000,2000,Monthly,0,Closed,Senior Client Advisor (Luxury Retail MNC),3500
"[{""id"":20,""category"":""Human Resources""}]",Permanent,########,FALSE,MCF-2023-0274086,4/8/2023,4/8/2023,0,1,23,4,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,4500,4000,Monthly,0,Closed,Senior HR Executive (Business Partnering) Alternate Saturday,4250
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274046,4/8/2023,4/8/2023,0,3,50,5,1,,Executive,RECRUITPEDIA PTE. LTD.,5500,3500,Monthly,0,Closed,Maintenance Engineer (F&B Manufacturing MNC),4500
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,########,FALSE,MCF-2023-0274080,4/8/2023,4/8/2023,0,3,39,3,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2400,1800,Monthly,0,Closed,Admin & Accounts Assistant (Medical MNC),2100
"[{""id"":11,""category"":""Engineering""},{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Permanent,########,FALSE,MCF-2023-0274390,4/8/2023,4/8/2023,0,6,80,0,1,,Fresh/entry level,TRITON AI PTE. LTD.,2000,1600,Monthly,0,Closed,"Shift Process Technician (Jurong Island, Chemical Plant)",1800
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274397,4/8/2023,4/8/2023,0,19,185,3,1,,Executive,SQ4.0 PTE. LTD.,6000,3000,Monthly,0,Closed,Equipment Engineer,4500
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":22,""category"":""Insurance""}]",Contract,5/8/2023,FALSE,MCF-2023-0274070,4/8/2023,4/8/2023,0,7,92,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,5500,4000,Monthly,0,Closed,Accounts Executive (AP) (Insurance MNC),4750
"[{""id"":10,""category"":""Education and Training""}]",Full Time,5/8/2023,FALSE,MCF-2023-0003805,4/8/2023,1/3/2023,1,13,165,3,2,,Executive,CONCEPT FIRST LEARNING CENTRE PTE. LTD.,4500,3500,Monthly,0,Closed,Physics/Math Tutor,4000
"[{""id"":34,""category"":""Risk Management""}]",Full Time,########,FALSE,MCF-2023-0274072,4/8/2023,4/8/2023,0,3,38,3,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,6000,5000,Monthly,0,Closed,Senior Risk Analyst (Commodity MNC),5500
"[{""id"":41,""category"":""Others""}]",Full Time,########,TRUE,MCF-2023-0274373,4/8/2023,4/8/2023,0,2,28,2,5,,Junior Executive,ACC MANAGEMENT CONSULTANCY,4900,2600,Monthly,0,Closed,Supervisor,3750
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""},{""id"":42,""category"":""Wholesale Trade""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274011,4/8/2023,4/8/2023,0,5,90,4,1,,Professional,MAP ACTIVE SINGAPORE PTE. LTD.,5000,4000,Monthly,0,Closed,"Wholesales, Associate Manager",4500
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274353,4/8/2023,4/8/2023,0,3,96,3,1,,Manager,AVETICS GLOBAL PTE. LTD.,3500,2500,Monthly,0,Closed,Inventory Manager,3000
"[{""id"":25,""category"":""Manufacturing""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274344,4/8/2023,4/8/2023,0,1,52,2,1,,Executive,CHOP HENG LONG INTERIOR DESIGN & RENOVATION,4800,4200,Monthly,0,Closed,Carpentry supervisor,4500
